Titre,Lien,Date,Contenu
La Rédaction,https://realites.com.tn/fr/author/realites5201/,17-11-2013,"La population de Tozeur a récemment manifesté de façon vigoureuse pour protester contre la non-desserte de l’aéroport de Tozeur par des vols réguliers internationaux. Cela attire l’attention sur la dégradation de la situation touristique dans la région, qui est en fait, l’aboutissement d’une crise profonde du tourisme saharien depuis dix ans."
La Rédaction,https://realites.com.tn/fr/author/realites5201/,16-11-2013,La persistance de la crise politique et l’intensité de la tension sociale ajoutées à la récente montée en puissance du terrorisme font que les sept moteurs de la croissance en Tunisie sont en panne. Voyons tout d’abord de quels moteurs il s’agit avant d’analyser avec plus de précision à quel point et pourquoi ils sont au point mort.
La Rédaction,https://realites.com.tn/fr/author/realites5201/,16-11-2013,"Aures Auto, concessionnaire officiel de la marque Citroën en Tunisie, a inauguré à El Mghira, en banlieue sud de Tunis, sa nouvelle succursale qui sera également son principal centre de livraison de véhicules neufs. La superficie de cette filiale est de 28.600 m², ce qui fait d’elle la plus grande sur le continent africain pour la marque Citroën."
La Rédaction,https://realites.com.tn/fr/author/realites5201/,16-11-2013,"Le futur gouvernement est appelé à prendre le pouvoir dans quelques semaines dans un climat de tension politique, de morosité économique, d’incertitudes sécuritaires et sociales."
La Rédaction,https://realites.com.tn/fr/author/realites5201/,15-11-2013,"La filiale Medicars du Groupe Zouari vient d’inaugurer sa nouvelle unité d’assemblage de véhicules du modèle Scorpio Pick-up, du constructeur indien de véhicules utilitaires “Mahindra&Mahindra”. Avec une part de marché des Pick-up de 85%, “Mahindra&Mahindra” est le plus grand producteur de véhicules utilitaires en Inde."
La Rédaction,https://realites.com.tn/fr/author/realites5201/,03-10-2013,"Le deuxième débat sur l’énergie d’ici 2030 a été organisé à Béja. Le secrétaire d’État au ministère de l’Industrie : M. Mohamed Nidhal Ouerfelli était accompagné de sa Task Force, composée d’experts et de responsables spécialisés dans le domaine de l’énergie. Ceux-ci ont dressé un bilan du secteur de l’énergie en Tunisie, défis et enjeux."
La Rédaction,https://realites.com.tn/fr/author/realites5201/,03-10-2013,"La conjoncture socio-économique est dominée au bout de trois trimestres par les déséquilibres financiers macro-économiques, que ce soit au niveau du Budget de l’État, des difficultés au niveau des liquidités bancaires, ou encore des déficits croissants des autres indicateurs comme le commerce extérieur et la balance des paiements. Analyse"
La Rédaction,https://realites.com.tn/fr/author/realites5201/,03-10-2013,"Les experts économiques font les constats suivants : le tissu entrepreneurial tunisien est peu dense, il ne compte que 10.000 entreprises employant dix salariés et plus. Ce tissu ne peut en conséquence ni engendrer un taux de croissance rapide ni résorber la totalité des jeunes demandeurs d’emploi qui arrivent chaque année sur le marché, surtout que le climat de l’investissement est actuellement peu propice."
Monde,https://realites.com.tn/fr/category/monde/,03-10-2013,"La Libye post-Kadhafi peine à se reconstruire. En dépit de la crise qu’a connue le pays après le règne de l’ex-dirigeant Muammar Kadhafi, tué par les rebelles en octobre 2011, le pays n’est pas actuellement en «faillite», assure le Premier ministre libyen, Ali Zeidan. Désormais, l’un des créneaux susceptibles de promouvoir le secteur économique du pays : le tourisme. Mise au point."
Services,https://realites.com.tn/fr/category/services/,26-09-2013,"Le géant des solutions informatiques CIC s’implante en Tunisie à travers sa filiale « Hiperdist Alliances »  à travers cette filiale, le groupe vise à renforcer sa présence pas uniquement sur le marché tunisien mais aussi sur le marché libyen. L’objectif de Hiperdist Alliances est d’assurer la vente des produits et services de Cisco, EMC et Oracle. Concrètement la filiale tunisienne du Groupe CIS « Hiperdist Alliances » assurera et renforcera la distribution de toute la gamme des produits Cisco, Oracle et ceux du fournisseur des solutions d’infrastructures de l’information EMC, en s’appuyant sur un réseau de plusieurs revendeurs à travers la Tunisie."
Politique,https://realites.com.tn/fr/category/politique/,26-09-2013,"La Révolution tunisienne a révélé l’étendue de la corruption qui a caractérisé l’ère Ben Ali. Les ressources publiques ont ainsi été systématiquement détournées pour servir des intérêts privés au détriment du développement économique et social de la Tunisie. Aujourd’hui après la Révolution, la récupération politique du secteur public est dans son apogée notamment avec les nominations par le parti au pouvoir. Mais l’administration et les entreprises publiques souffrent aussi de mauvaise gouvernance et de manque de performance."
La Rédaction,https://realites.com.tn/fr/author/realites5201/,26-09-2013,"Savez-vous que l’Harissa est commercialisée sur le marché international, mais « made in China » ? Elle pourrait même être commercialisée sur le marché local. Convoité sur le marché international, ce produit demeure sans identité, alors qu’il fait partie du terroir tunisien."
La Rédaction,https://realites.com.tn/fr/author/realites5201/,26-09-2013,"L’Union pour la Méditerranée a choisi pour sa conférence économique un thème d’une actualité brûlante “Emploi et développement territorial” et la Tunisie, pays du Printemps arabe, pour annoncer une nouvelle initiative porteuse d’emploi et d’optimisme pour les jeunes."
La Rédaction,https://realites.com.tn/fr/author/realites5201/,26-09-2013,"L’Union pour la Méditerranée a choisi pour sa conférence économique un thème d’une actualité brûlante “Emploi et développement territorial” et la Tunisie, pays du Printemps arabe, pour annoncer une nouvelle initiative porteuse d’emploi et d’optimisme pour les jeunes."
La Rédaction,https://realites.com.tn/fr/author/realites5201/,26-09-2013,Le profil du Budget de l’État pour l’année 2014 commence à se dessiner à travers déclarations officielles et indiscrétions anonymes.
La Rédaction,https://realites.com.tn/fr/author/realites5201/,26-09-2013,"Nous oublions souvent que nous vivons dans un pays soumis au stress hydrique et avons tendance à ne pas rationaliser notre consommation d’eau, alors que les deux tiers du territoire de la République connaissent un climat sec."
La Rédaction,https://realites.com.tn/fr/author/realites5201/,26-09-2013,"Classée ou pas classée ? quelles conséquences et quels impacts ? Désormais on ne s’interrogera plus sur le rang de la Tunisie dans le rapport sur la compétitivité mondiale du Forum économique mondial de Davos (WEF), mais plutôt sur le fait de savoir si elle est classée ou pas. Focus"
La Rédaction,https://realites.com.tn/fr/author/realites5201/,19-09-2013,"Dans les jours à venir, un comité administratif provisoire gérera les Vignerons de Carthage en attendant l’organisation de son Assemblée générale et l’élection d’un nouveau Conseil d’administration. Quant au directeur général, c’est le comité qui décidera de son sort. C’est ce qu’a annoncé le ministre de l’Agriculture, Mohammed Ben Salem."
La Rédaction,https://realites.com.tn/fr/author/realites5201/,19-09-2013,"Suite à la réunion de son Conseil d’administration du 4 septembre, la BCT a publié un communiqué dans lequel elle a exprimé sa profonde préoccupation suite à la persistance des risques qui peuvent compromettre l’évolution de l’économie nationale à cause du manque de visibilité politique auprès des opérateurs économiques avec des retombées négatives sur les secteurs productifs et exportateurs."
La Rédaction,https://realites.com.tn/fr/author/realites5201/,19-09-2013,"Il y a dans notre système éducatif deux lacunes majeures, lourdes de conséquences sur le modèle de société que nous voulons construire."
La Rédaction,https://realites.com.tn/fr/author/realites5201/,13-09-2013,"C’est la question que se posent responsables politiques, financiers et experts après la publication, dans le courant du mois d’août 2013, du compte-rendu de la réunion de la Réserve fédérale qui a eu lieu en juin dernier."
La Rédaction,https://realites.com.tn/fr/author/realites5201/,13-09-2013,"Notre pays est de condition modeste, mais notre comportement est celui d’une nation riche. Nous vivons une crise politique et socioéconomique aiguë qui, au lieu de nous inciter à travailler plus et à produire mieux, à rationaliser notre consommation, à adopter un régime d’austérité"
La Rédaction,https://realites.com.tn/fr/author/realites5201/,13-09-2013,"Medolea, huile d’olive tunisienne, vient de remporter une nouvelle récompense au prestigieux concours international à New York. Cette médaille d’or a été obtenue dans le cadre d’un concours réservé aux meilleurs producteurs d’Espagne, d’Italie et de Grèce, celui du New York international olive oil compétition."
La Rédaction,https://realites.com.tn/fr/author/realites5201/,13-09-2013,"Pour la troisième année consécutive, l’économie est en berne. La croissance est loin d’avoir retrouvé son rythme de progression antérieur. Les voyants sont au rouge."
La Rédaction,https://realites.com.tn/fr/author/realites5201/,13-09-2013,"Face à l’entêtement des politiciens à ignorer les dangers que peut courir l’économie nationale malgré les appels incessants de l’UTICA, la Centrale patronale se trouve encore une fois obligée de tirer la sonnette d’alarme."
La Rédaction,https://realites.com.tn/fr/author/realites5201/,13-09-2013,"Le ministre des Finances, Elyes Fakhfakh, a annoncé que le budget de l’État pour l’exercice 2014, actuellement en cours d’élaboration, comprendra les nouvelles mesures de réforme de la fiscalité. Celle-ci participe à 80% au financement du budget de l’État. Selon le ministre, quelle que soit la nature du prochain gouvernement celui-ci assurera la continuité de l’État."
